Overall Difficulty Level: 0, Road Difficulty Level: 20 Sign Difficulty Level: 29 Go Sign False Positive Button Triggers: 0 Average Go Sign Latency: 0.000000 Driving Accuracy: 100 Vertical Accuracy: 100 Horizontal Accuracy: 100 Sign Accuracy: 0 OverallAccuracy:80 Go Signs Total: 0 GamePlayMode:  0.0
time,posX,posY,joyX,joyY,signType,flags,leftred,leftyellow,rightred,rightyellow,joystickbutton,TurnType,HillType
-3.450000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.433000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.417000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.400000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.383000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.367000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.350000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.333000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.317000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.300000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.283000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.267000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.250000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.233000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.217000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.200000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.183000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.167000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.150000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.133000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.117000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.100000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.083000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.067000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.050000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.033000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.017000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-3.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.983000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.967000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.950000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.933000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.917000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.900000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.883000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.867000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.850000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.833000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.817000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.800000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.783000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.767000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.750000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.733000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.717000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.700000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.683000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.667000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.650000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.633000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.617000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.600000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.583000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.567000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.550000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.533000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.517000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.500000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.483000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.467000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.450000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.433000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.417000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.400000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.383000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.367000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.350000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.333000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.317000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.300000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.283000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.267000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.250000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.233000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.217000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.200000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.183000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.167000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.150000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.133000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.117000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.100000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.083000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.067000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.050000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.033000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.017000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-2.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.983000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.967000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.950000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.933000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.917000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.900000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.883000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.867000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.850000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.833000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.817000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.800000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.783000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.767000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.750000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.733000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.717000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.700000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.683000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.667000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.650000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.633000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.617000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.600000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.583000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.567000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.550000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.533000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.517000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.500000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.483000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.467000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.450000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.433000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.417000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.400000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.383000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.367000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.350000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.333000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.317000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.300000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.283000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.267000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.250000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.233000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.217000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.200000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.183000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.167000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.150000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.133000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.117000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.100000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.083000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.067000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.050000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.033000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.017000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-1.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.983000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.967000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.950000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.933000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.917000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.900000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.883000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.867000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.850000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.833000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.817000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.800000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.783000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.767000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.750000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.733000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.717000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.700000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.683000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.667000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.650000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.633000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.617000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.600000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.583000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.567000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.550000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.533000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.517000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.500000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.483000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.467000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.450000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.433000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.417000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.400000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.383000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.367000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.350000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.333000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.317000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.300000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.283000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.267000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.250000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.233000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.217000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.200000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.183000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.167000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.150000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.133000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.117000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.100000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.083000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.067000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.050000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.033000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
-0.017000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.017000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.033000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.050000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.067000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.083000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.100000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.117000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.133000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.150000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.167000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.183000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.200000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.217000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.233000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.250000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.267000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.283000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.300000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.317000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.333000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.350000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.367000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.383000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.400000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.417000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.433000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.450000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.467000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.483000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.500000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.517000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.533000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.550000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.567000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.583000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.600000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.617000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.633000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.650000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.667000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.683000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.700000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.717000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.733000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.750000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.767000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.783000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.800000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.817000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.833000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.850000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.867000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.883000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.900000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.917000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.933000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.950000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.967000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
0.983000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
1.000000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
1.017000,0.000000,0.000000,0.000000,0.000000,-1,0,0,0,0,0,0,0,0
